Period,Period Label,Year,Frequency,Frequency Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Median time in port (days) ,Median time in port (days)  Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote
"2018A00,""2018"",2018,A,""Annual"",470,""Malta"",03,""Container ships"",1,,12,,50554,,194849,,,,,,4538,,19462,"
"2018A00,""2018"",2018,A,""Annual"",470,""Malta"",04,""Dry breakbulk carriers"",1.31,,23,,4945,,18374,,6186,,20501,,,,,"
"2018A00,""2018"",2018,A,""Annual"",470,""Malta"",05,""Dry bulk carriers"",1.74,,34,,8932,,93565,,15051,,180149,,,,,"
"2018A00,""2018"",2018,A,""Annual"",470,""Malta"",06,""Roll-on/ roll-off ships"",,,12,,27428,,77000,,10215,,27178,,,,,"
"2018A00,""2018"",2018,A,""Annual"",474,""Martinique"",00,""All ships"",0.63,,14,,30718,,145655,,12110,,115909,,2137,,3400,"
"2018A00,""2018"",2018,A,""Annual"",474,""Martinique"",01,""Passenger ships"",,,15,,79347,,145655,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",474,""Martinique"",02,""Liquid bulk carriers"",1.04,,12,,8884,,62615,,14546,,115909,,,,,"
"2018A00,""2018"",2018,A,""Annual"",474,""Martinique"",03,""Container ships"",0.67,,12,,24137,,35887,,,,,,2137,,3400,"
"2018A00,""2018"",2018,A,""Annual"",474,""Martinique"",04,""Dry breakbulk carriers"",0.39,,15,,9659,,23132,,11623,,30586,,,,,"
"2018A00,""2018"",2018,A,""Annual"",474,""Martinique"",06,""Roll-on/ roll-off ships"",,,21,,22905,,68392,,8723,,21550,,,,,"
"2018A00,""2018"",2018,A,""Annual"",478,""Mauritania"",00,""All ships"",2.05,,13,,23217,,95309,,43072,,182472,,1603,,5400,"
"2018A00,""2018"",2018,A,""Annual"",478,""Mauritania"",02,""Liquid bulk carriers"",1.95,,10,,12503,,29955,,19799,,53121,,,,,"
"2018A00,""2018"",2018,A,""Annual"",478,""Mauritania"",03,""Container ships"",1.93,,14,,17604,,51872,,,,,,1603,,5400,"
"2018A00,""2018"",2018,A,""Annual"",478,""Mauritania"",04,""Dry breakbulk carriers"",1.86,,17,,6507,,39744,,8764,,64794,,,,,"
"2018A00,""2018"",2018,A,""Annual"",478,""Mauritania"",05,""Dry bulk carriers"",3.91,,10,,50394,,95309,,94328,,182472,,,,,"
"2018A00,""2018"",2018,A,""Annual"",478,""Mauritania"",06,""Roll-on/ roll-off ships"",,,15,,47693,,59835,,22911,,27965,,,,,"
"2018A00,""2018"",2018,A,""Annual"",480,""Mauritius"",00,""All ships"",1.05,,13,,28964,,149215,,13999,,180082,,4321,,13100,"
"2018A00,""2018"",2018,A,""Annual"",480,""Mauritius"",01,""Passenger ships"",,,21,,34607,,149215,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",480,""Mauritius"",02,""Liquid bulk carriers"",0.53,,8,,6166,,42826,,9830,,74999,,,,,"
"2018A00,""2018"",2018,A,""Annual"",480,""Mauritius"",03,""Container ships"",1.14,,14,,47787,,141754,,,,,,4321,,13100,"
"2018A00,""2018"",2018,A,""Annual"",480,""Mauritius"",04,""Dry breakbulk carriers"",2.36,,18,,6559,,23856,,8756,,38167,,,,,"
"2018A00,""2018"",2018,A,""Annual"",480,""Mauritius"",05,""Dry bulk carriers"",4.72,,6,,32890,,94721,,58059,,180082,,,,,"
"2018A00,""2018"",2018,A,""Annual"",480,""Mauritius"",06,""Roll-on/ roll-off ships"",,,12,,59458,,77000,,19139,,27564,,,,,"
"2018A00,""2018"",2018,A,""Annual"",484,""Mexico"",00,""All ships"",1.34,,15,,39947,,228081,,34161,,319547,,5465,,13100,"
"2018A00,""2018"",2018,A,""Annual"",484,""Mexico"",01,""Passenger ships"",,,20,,60248,,228081,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",484,""Mexico"",02,""Liquid bulk carriers"",1.47,,10,,25825,,162306,,43260,,319547,,,,,"
"2018A00,""2018"",2018,A,""Annual"",484,""Mexico"",03,""Container ships"",0.86,,12,,59980,,151559,,,,,,5465,,13100,"
"2018A00,""2018"",2018,A,""Annual"",484,""Mexico"",04,""Dry breakbulk carriers"",1.56,,12,,11140,,48799,,15650,,69990,,,,,"
"2018A00,""2018"",2018,A,""Annual"",484,""Mexico"",05,""Dry bulk carriers"",3.1,,12,,28709,,94544,,48927,,182663,,,,,"
"2018A00,""2018"",2018,A,""Annual"",484,""Mexico"",06,""Roll-on/ roll-off ships"",,,22,,29487,,77000,,10646,,31143,,,,,"
"2018A00,""2018"",2018,A,""Annual"",484,""Mexico"",07,""Liquefied petroleum gas carriers"",2.1,,13,,17555,,47985,,20381,,54920,,,,,"
"2018A00,""2018"",2018,A,""Annual"",484,""Mexico"",08,""Liquefied natural gas carriers"",1.22,,4,,110529,,133948,,89533,,96889,,,,,"
"2018A00,""2018"",2018,A,""Annual"",492,""Monaco"",00,""All ships"",,,14,,33104,,68870,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",492,""Monaco"",01,""Passenger ships"",,,14,,33104,,68870,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",498,""Moldova, Republic of"",00,""All ships"",3.32,,29,,3498,,5985,,5056,,9844,,,,,"
"2018A00,""2018"",2018,A,""Annual"",498,""Moldova, Republic of"",02,""Liquid bulk carriers"",2.1,,10,,4089,,5089,,6064,,7900,,,,,"
"2018A00,""2018"",2018,A,""Annual"",498,""Moldova, Republic of"",04,""Dry breakbulk carriers"",3.44,,31,,3424,,5985,,4929,,9844,,,,,"
"2018A00,""2018"",2018,A,""Annual"",499,""Montenegro"",00,""All ships"",1,,23,,27547,,121878,,7110,,98704,,1146,,2680,"
"2018A00,""2018"",2018,A,""Annual"",499,""Montenegro"",01,""Passenger ships"",,,19,,44441,,121878,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",499,""Montenegro"",02,""Liquid bulk carriers"",1.03,,12,,5863,,25269,,8137,,37887,,,,,"
"2018A00,""2018"",2018,A,""Annual"",499,""Montenegro"",03,""Container ships"",0.56,,17,,13079,,37071,,,,,,1146,,2680,"
"2018A00,""2018"",2018,A,""Annual"",499,""Montenegro"",04,""Dry breakbulk carriers"",0.82,,21,,5958,,26600,,7736,,38165,,,,,"
"2018A00,""2018"",2018,A,""Annual"",499,""Montenegro"",05,""Dry bulk carriers"",1.25,,39,,4148,,51905,,6542,,98704,,,,,"
"2018A00,""2018"",2018,A,""Annual"",504,""Morocco"",00,""All ships"",1.1,,20,,17015,,214286,,16910,,158409,,3681,,20182,"
"2018A00,""2018"",2018,A,""Annual"",504,""Morocco"",01,""Passenger ships"",,,24,,11614,,139570,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",504,""Morocco"",02,""Liquid bulk carriers"",1.35,,11,,9966,,81431,,15855,,158409,,,,,"
"2018A00,""2018"",2018,A,""Annual"",504,""Morocco"",03,""Container ships"",0.73,,13,,39913,,214286,,,,,,3681,,20182,"
"2018A00,""2018"",2018,A,""Annual"",504,""Morocco"",04,""Dry breakbulk carriers"",1.38,,16,,5679,,71543,,7666,,72562,,,,,"
"2018A00,""2018"",2018,A,""Annual"",504,""Morocco"",05,""Dry bulk carriers"",3.5,,10,,25867,,51265,,43792,,93260,,,,,"
"2018A00,""2018"",2018,A,""Annual"",504,""Morocco"",06,""Roll-on/ roll-off ships"",,,21,,22510,,77000,,9285,,48988,,,,,"
"2018A00,""2018"",2018,A,""Annual"",504,""Morocco"",07,""Liquefied petroleum gas carriers"",1.21,,9,,17601,,48827,,20266,,58690,,,,,"
"2018A00,""2018"",2018,A,""Annual"",508,""Mozambique"",00,""All ships"",2.13,,12,,28838,,160930,,48883,,299242,,2051,,4400,"
"2018A00,""2018"",2018,A,""Annual"",508,""Mozambique"",01,""Passenger ships"",,,27,,41210,,65542,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",508,""Mozambique"",02,""Liquid bulk carriers"",1.84,,13,,24049,,160930,,39789,,299242,,,,,"
"2018A00,""2018"",2018,A,""Annual"",508,""Mozambique"",03,""Container ships"",1.52,,18,,23457,,42112,,,,,,2051,,4400,"
"2018A00,""2018"",2018,A,""Annual"",508,""Mozambique"",04,""Dry breakbulk carriers"",2.93,,15,,13303,,46295,,18700,,72927,,,,,"
"2018A00,""2018"",2018,A,""Annual"",508,""Mozambique"",05,""Dry bulk carriers"",3.43,,7,,36553,,107666,,65215,,208962,,,,,"
"2018A00,""2018"",2018,A,""Annual"",508,""Mozambique"",06,""Roll-on/ roll-off ships"",,,9,,55919,,77000,,25856,,46704,,,,,"
"2018A00,""2018"",2018,A,""Annual"",508,""Mozambique"",07,""Liquefied petroleum gas carriers"",1,,5,,12300,,25079,,14042,,28100,,,,,"
"2018A00,""2018"",2018,A,""Annual"",512,""Oman"",00,""All ships"",1.24,,11,,44393,,214286,,59661,,404389,,5761,,19630,"
"2018A00,""2018"",2018,A,""Annual"",512,""Oman"",01,""Passenger ships"",,,8,,19214,,149215,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",512,""Oman"",02,""Liquid bulk carriers"",1.71,,11,,42485,,166093,,77443,,323183,,,,,"
"2018A00,""2018"",2018,A,""Annual"",512,""Oman"",03,""Container ships"",0.76,,12,,64159,,214286,,,,,,5761,,19630,"
"2018A00,""2018"",2018,A,""Annual"",512,""Oman"",04,""Dry breakbulk carriers"",1.76,,16,,11915,,37743,,16834,,55683,,,,,"
"2018A00,""2018"",2018,A,""Annual"",512,""Oman"",05,""Dry bulk carriers"",2.95,,12,,35783,,201384,,63892,,404389,,,,,"
"2018A00,""2018"",2018,A,""Annual"",512,""Oman"",06,""Roll-on/ roll-off ships"",,,10,,56791,,77000,,19341,,27564,,,,,"
"2018A00,""2018"",2018,A,""Annual"",512,""Oman"",07,""Liquefied petroleum gas carriers"",1.41,,10,,9398,,57494,,10680,,59110,,,,,"
"2018A00,""2018"",2018,A,""Annual"",512,""Oman"",08,""Liquefied natural gas carriers"",1.01,,14,,108298,,151500,,79453,,90986,,,,,"
"2018A00,""2018"",2018,A,""Annual"",516,""Namibia"",00,""All ships"",1.63,,14,,26081,,149215,,23958,,63368,,3137,,5071,"
"2018A00,""2018"",2018,A,""Annual"",516,""Namibia"",01,""Passenger ships"",,,19,,44037,,149215,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",516,""Namibia"",02,""Liquid bulk carriers"",1.8,,10,,20157,,31534,,33156,,51753,,,,,"
"2018A00,""2018"",2018,A,""Annual"",516,""Namibia"",03,""Container ships"",1.21,,14,,33544,,52467,,,,,,3137,,5071,"
"2018A00,""2018"",2018,A,""Annual"",516,""Namibia"",04,""Dry breakbulk carriers"",1.64,,17,,13970,,48799,,17782,,58189,,,,,"
"2018A00,""2018"",2018,A,""Annual"",516,""Namibia"",05,""Dry bulk carriers"",3.31,,17,,18452,,36314,,30176,,63368,,,,,"
"2018A00,""2018"",2018,A,""Annual"",516,""Namibia"",06,""Roll-on/ roll-off ships"",,,10,,59306,,77000,,19126,,27100,,,,,"
"2018A00,""2018"",2018,A,""Annual"",528,""Netherlands"",00,""All ships"",0.57,,15,,13088,,217673,,14081,,323527,,2886,,21413,"
"2018A00,""2018"",2018,A,""Annual"",528,""Netherlands"",01,""Passenger ships"",,,13,,15805,,183200,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",528,""Netherlands"",02,""Liquid bulk carriers"",0.49,,15,,9440,,170004,,17211,,323527,,,,,"
"2018A00,""2018"",2018,A,""Annual"",528,""Netherlands"",03,""Container ships"",0.78,,12,,31216,,217673,,,,,,2886,,21413,"
"2018A00,""2018"",2018,A,""Annual"",528,""Netherlands"",04,""Dry breakbulk carriers"",0.4,,18,,4062,,84503,,5371,,105302,,,,,"
"2018A00,""2018"",2018,A,""Annual"",528,""Netherlands"",05,""Dry bulk carriers"",0.84,,10,,36464,,134692,,65406,,262000,,,,,"
"2018A00,""2018"",2018,A,""Annual"",528,""Netherlands"",06,""Roll-on/ roll-off ships"",,,21,,13971,,77000,,5833,,48988,,,,,"
"2018A00,""2018"",2018,A,""Annual"",528,""Netherlands"",07,""Liquefied petroleum gas carriers"",0.94,,11,,7216,,48456,,8057,,58063,,,,,"
"2018A00,""2018"",2018,A,""Annual"",528,""Netherlands"",08,""Liquefied natural gas carriers"",1.3,,5,,62032,,136980,,48844,,121946,,,,,"
"2018A00,""2018"",2018,A,""Annual"",531,""Curaçao"",00,""All ships"",1.08,,16,,32010,,167572,,21666,,320840,,1317,,3459,"
"2018A00,""2018"",2018,A,""Annual"",531,""Curaçao"",01,""Passenger ships"",,,19,,91570,,155889,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",531,""Curaçao"",02,""Liquid bulk carriers"",1.83,,12,,27327,,167572,,48724,,320840,,,,,"
"2018A00,""2018"",2018,A,""Annual"",531,""Curaçao"",03,""Container ships"",1.95,,12,,15062,,35595,,,,,,1317,,3459,"
"2018A00,""2018"",2018,A,""Annual"",531,""Curaçao"",04,""Dry breakbulk carriers"",0.52,,19,,3888,,84503,,5120,,98370,,,,,"
"2018A00,""2018"",2018,A,""Annual"",531,""Curaçao"",05,""Dry bulk carriers"",1.11,,23,,10109,,56810,,16478,,101648,,,,,"
"2018A00,""2018"",2018,A,""Annual"",531,""Curaçao"",06,""Roll-on/ roll-off ships"",,,12,,43567,,65276,,13993,,22675,,,,,"
"2018A00,""2018"",2018,A,""Annual"",531,""Curaçao"",07,""Liquefied petroleum gas carriers"",1.48,,13,,15524,,25299,,18337,,38427,,,,,"
"2018A00,""2018"",2018,A,""Annual"",533,""Aruba"",00,""All ships"",0.74,,16,,52061,,166414,,39093,,320142,,1336,,2130,"
"2018A00,""2018"",2018,A,""Annual"",533,""Aruba"",01,""Passenger ships"",,,19,,88734,,155889,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",533,""Aruba"",02,""Liquid bulk carriers"",1.18,,11,,43783,,166414,,79757,,320142,,,,,"
"2018A00,""2018"",2018,A,""Annual"",533,""Aruba"",03,""Container ships"",0.73,,12,,15334,,22914,,,,,,1336,,2130,"
"2018A00,""2018"",2018,A,""Annual"",533,""Aruba"",04,""Dry breakbulk carriers"",0.4,,19,,8942,,28805,,11451,,45295,,,,,"
"2018A00,""2018"",2018,A,""Annual"",533,""Aruba"",06,""Roll-on/ roll-off ships"",,,12,,44649,,65276,,14372,,22675,,,,,"
"2018A00,""2018"",2018,A,""Annual"",534,""Sint Maarten (Dutch part)"",00,""All ships"",0.54,,14,,61226,,228081,,9595,,17191,,1311,,2824,"
"2018A00,""2018"",2018,A,""Annual"",534,""Sint Maarten (Dutch part)"",01,""Passenger ships"",,,14,,117454,,228081,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",534,""Sint Maarten (Dutch part)"",02,""Liquid bulk carriers"",0.56,,12,,5497,,6717,,8563,,11276,,,,,"
"2018A00,""2018"",2018,A,""Annual"",534,""Sint Maarten (Dutch part)"",03,""Container ships"",0.64,,10,,14238,,28927,,,,,,1311,,2824,"
"2018A00,""2018"",2018,A,""Annual"",534,""Sint Maarten (Dutch part)"",04,""Dry breakbulk carriers"",0.51,,17,,7478,,16137,,9883,,17191,,,,,"
"2018A00,""2018"",2018,A,""Annual"",535,""Bonaire, Sint Eustatius and Saba"",00,""All ships"",1.04,,15,,32914,,162543,,33845,,308206,,,,,"
"2018A00,""2018"",2018,A,""Annual"",535,""Bonaire, Sint Eustatius and Saba"",01,""Passenger ships"",,,17,,89265,,155889,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",535,""Bonaire, Sint Eustatius and Saba"",02,""Liquid bulk carriers"",1.5,,11,,33837,,162543,,60291,,308206,,,,,"
"2018A00,""2018"",2018,A,""Annual"",535,""Bonaire, Sint Eustatius and Saba"",04,""Dry breakbulk carriers"",0.5,,19,,1963,,24140,,3018,,37832,,,,,"
"2018A00,""2018"",2018,A,""Annual"",540,""New Caledonia"",00,""All ships"",1.2,,10,,23742,,168666,,23464,,179759,,1748,,4300,"
"2018A00,""2018"",2018,A,""Annual"",540,""New Caledonia"",01,""Passenger ships"",,,14,,34982,,168666,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",540,""New Caledonia"",02,""Liquid bulk carriers"",1.04,,9,,27385,,65248,,45659,,115459,,,,,"
"2018A00,""2018"",2018,A,""Annual"",540,""New Caledonia"",03,""Container ships"",0.66,,10,,19722,,41358,,,,,,1748,,4300,"
"2018A00,""2018"",2018,A,""Annual"",540,""New Caledonia"",04,""Dry breakbulk carriers"",1.63,,7,,8559,,22426,,12614,,36228,,,,,"
"2018A00,""2018"",2018,A,""Annual"",540,""New Caledonia"",05,""Dry bulk carriers"",3.02,,7,,21157,,94232,,35605,,179759,,,,,"
"2018A00,""2018"",2018,A,""Annual"",540,""New Caledonia"",06,""Roll-on/ roll-off ships"",,,9,,49709,,76420,,18995,,43878,,,,,"
"2018A00,""2018"",2018,A,""Annual"",548,""Vanuatu"",00,""All ships"",0.85,,18,,49964,,168666,,16393,,32752,,1294,,2082,"
"2018A00,""2018"",2018,A,""Annual"",548,""Vanuatu"",01,""Passenger ships"",,,23,,82388,,168666,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",548,""Vanuatu"",03,""Container ships"",0.93,,13,,14588,,25483,,,,,,1294,,2082,"
"2018A00,""2018"",2018,A,""Annual"",548,""Vanuatu"",04,""Dry breakbulk carriers"",0.68,,13,,15380,,20992,,16393,,32752,,,,,"
"2018A00,""2018"",2018,A,""Annual"",554,""New Zealand"",00,""All ships"",1.08,,15,,26265,,168666,,31700,,163152,,3119,,10000,"
"2018A00,""2018"",2018,A,""Annual"",554,""New Zealand"",01,""Passenger ships"",,,20,,24120,,168666,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",554,""New Zealand"",02,""Liquid bulk carriers"",1.07,,7,,24262,,85445,,40838,,163152,,,,,"
"2018A00,""2018"",2018,A,""Annual"",554,""New Zealand"",03,""Container ships"",0.74,,12,,33273,,107849,,,,,,3119,,10000,"
"2018A00,""2018"",2018,A,""Annual"",554,""New Zealand"",04,""Dry breakbulk carriers"",1.74,,15,,15275,,48799,,21252,,58189,,,,,"
"2018A00,""2018"",2018,A,""Annual"",554,""New Zealand"",05,""Dry bulk carriers"",2.3,,8,,20467,,46990,,32756,,85003,,,,,"
"2018A00,""2018"",2018,A,""Annual"",554,""New Zealand"",06,""Roll-on/ roll-off ships"",,,12,,54836,,76420,,17862,,43878,,,,,"
"2018A00,""2018"",2018,A,""Annual"",558,""Nicaragua"",00,""All ships"",1.25,,12,,27538,,93530,,27336,,74329,,2147,,2664,"
"2018A00,""2018"",2018,A,""Annual"",558,""Nicaragua"",01,""Passenger ships"",,,18,,63500,,93530,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",558,""Nicaragua"",02,""Liquid bulk carriers"",1.03,,15,,15165,,41676,,24987,,74329,,,,,"
"2018A00,""2018"",2018,A,""Annual"",558,""Nicaragua"",03,""Container ships"",1.21,,11,,24124,,27279,,,,,,2147,,2664,"
"2018A00,""2018"",2018,A,""Annual"",558,""Nicaragua"",04,""Dry breakbulk carriers"",1.1,,16,,11860,,37158,,17177,,61860,,,,,"
"2018A00,""2018"",2018,A,""Annual"",558,""Nicaragua"",05,""Dry bulk carriers"",2.87,,8,,24287,,35898,,39619,,61645,,,,,"
"2018A00,""2018"",2018,A,""Annual"",558,""Nicaragua"",06,""Roll-on/ roll-off ships"",,,10,,58812,,72269,,19308,,28142,,,,,"
"2018A00,""2018"",2018,A,""Annual"",566,""Nigeria"",00,""All ships"",2.7,,13,,34549,,157831,,40732,,298911,,3903,,5762,"
"2018A00,""2018"",2018,A,""Annual"",566,""Nigeria"",02,""Liquid bulk carriers"",3.15,,16,,20250,,157831,,32519,,298911,,,,,"
"2018A00,""2018"",2018,A,""Annual"",566,""Nigeria"",03,""Container ships"",2.15,,10,,40941,,66289,,,,,,3903,,5762,"
"2018A00,""2018"",2018,A,""Annual"",566,""Nigeria"",04,""Dry breakbulk carriers"",3.04,,16,,10661,,71543,,12988,,64942,,,,,"
"2018A00,""2018"",2018,A,""Annual"",566,""Nigeria"",05,""Dry bulk carriers"",4.36,,13,,37965,,107229,,68795,,207872,,,,,"
"2018A00,""2018"",2018,A,""Annual"",566,""Nigeria"",06,""Roll-on/ roll-off ships"",,,10,,51054,,72269,,21495,,46705,,,,,"
"2018A00,""2018"",2018,A,""Annual"",566,""Nigeria"",07,""Liquefied petroleum gas carriers"",1.93,,7,,20110,,48963,,23057,,58899,,,,,"
"2018A00,""2018"",2018,A,""Annual"",566,""Nigeria"",08,""Liquefied natural gas carriers"",1.32,,9,,107680,,141671,,85204,,100000,,,,,"
"2018A00,""2018"",2018,A,""Annual"",579,""Norway"",00,""All ships"",0.43,,17,,4310,,171598,,6874,,319994,,783,,1856,"
"2018A00,""2018"",2018,A,""Annual"",579,""Norway"",01,""Passenger ships"",,,17,,4164,,171598,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",579,""Norway"",02,""Liquid bulk carriers"",0.61,,15,,11449,,163257,,18131,,319994,,,,,"
"2018A00,""2018"",2018,A,""Annual"",579,""Norway"",03,""Container ships"",0.33,,15,,8377,,21586,,,,,,783,,1856,"
"2018A00,""2018"",2018,A,""Annual"",579,""Norway"",04,""Dry breakbulk carriers"",0.34,,22,,2802,,51065,,3297,,72148,,,,,"
"2018A00,""2018"",2018,A,""Annual"",579,""Norway"",05,""Dry bulk carriers"",0.87,,18,,16467,,108237,,27662,,209177,,,,,"
"2018A00,""2018"",2018,A,""Annual"",579,""Norway"",06,""Roll-on/ roll-off ships"",,,14,,10037,,55598,,5809,,19844,,,,,"
"2018A00,""2018"",2018,A,""Annual"",579,""Norway"",07,""Liquefied petroleum gas carriers"",0.75,,11,,10677,,48051,,12053,,58677,,,,,"
"2018A00,""2018"",2018,A,""Annual"",579,""Norway"",08,""Liquefied natural gas carriers"",0.32,,10,,20473,,136739,,14533,,87677,,,,,"
"2018A00,""2018"",2018,A,""Annual"",580,""Northern Mariana Islands"",00,""All ships"",0.62,,15,,15841,,30027,,26814,,51476,,1255,,1641,"
"2018A00,""2018"",2018,A,""Annual"",580,""Northern Mariana Islands"",02,""Liquid bulk carriers"",0.98,,9,,29278,,30027,,48651,,51476,,,,,"
"2018A00,""2018"",2018,A,""Annual"",580,""Northern Mariana Islands"",03,""Container ships"",0.5,,16,,14307,,16916,,,,,,1255,,1641,"
"2018A00,""2018"",2018,A,""Annual"",580,""Northern Mariana Islands"",04,""Dry breakbulk carriers"",0.84,,18,,6288,,9948,,7707,,13720,,,,,"
"2018A00,""2018"",2018,A,""Annual"",583,""Micronesia (Federated States of)"",00,""All ships"",0.75,,19,,7369,,13547,,5555,,13720,,1097,,1170,"
"2018A00,""2018"",2018,A,""Annual"",583,""Micronesia (Federated States of)"",03,""Container ships"",0.77,,15,,13145,,13547,,,,,,1097,,1170,"
"2018A00,""2018"",2018,A,""Annual"",583,""Micronesia (Federated States of)"",04,""Dry breakbulk carriers"",0.75,,21,,4962,,9948,,5555,,13720,,,,,"
"2018A00,""2018"",2018,A,""Annual"",584,""Marshall Islands"",00,""All ships"",0.92,,13,,11458,,30027,,11981,,49990,,1230,,1740,"
"2018A00,""2018"",2018,A,""Annual"",584,""Marshall Islands"",02,""Liquid bulk carriers"",0.99,,7,,12675,,30027,,20209,,49990,,,,,"
"2018A00,""2018"",2018,A,""Annual"",584,""Marshall Islands"",03,""Container ships"",0.98,,12,,14193,,18723,,,,,,1230,,1740,"
"2018A00,""2018"",2018,A,""Annual"",584,""Marshall Islands"",04,""Dry breakbulk carriers"",0.76,,16,,8657,,13110,,10186,,16949,,,,,"
"2018A00,""2018"",2018,A,""Annual"",586,""Pakistan"",00,""All ships"",1.61,,11,,43902,,137535,,48133,,122079,,5258,,10114,"
"2018A00,""2018"",2018,A,""Annual"",586,""Pakistan"",02,""Liquid bulk carriers"",1.83,,11,,27433,,64588,,47349,,116104,,,,,"
"2018A00,""2018"",2018,A,""Annual"",586,""Pakistan"",03,""Container ships"",1.2,,12,,58297,,116568,,,,,,5258,,10114,"
"2018A00,""2018"",2018,A,""Annual"",586,""Pakistan"",04,""Dry breakbulk carriers"",1.35,,13,,15634,,35240,,21078,,55683,,,,,"
"2018A00,""2018"",2018,A,""Annual"",586,""Pakistan"",05,""Dry bulk carriers"",3.47,,8,,32745,,52186,,57564,,98681,,,,,"
"2018A00,""2018"",2018,A,""Annual"",586,""Pakistan"",06,""Roll-on/ roll-off ships"",,,11,,52830,,76500,,17910,,26985,,,,,"
"2018A00,""2018"",2018,A,""Annual"",586,""Pakistan"",07,""Liquefied petroleum gas carriers"",1.15,,20,,7479,,13893,,8639,,18844,,,,,"
"2018A00,""2018"",2018,A,""Annual"",586,""Pakistan"",08,""Liquefied natural gas carriers"",1.93,,10,,108953,,137535,,91573,,122079,,,,,"
"2018A00,""2018"",2018,A,""Annual"",591,""Panama"",00,""All ships"",0.6,,16,,33318,,165125,,22948,,321300,,4184,,13500,"
"2018A00,""2018"",2018,A,""Annual"",591,""Panama"",01,""Passenger ships"",,,21,,65331,,139072,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",591,""Panama"",02,""Liquid bulk carriers"",0.49,,21,,13730,,165125,,24463,,321300,,,,,"
"2018A00,""2018"",2018,A,""Annual"",591,""Panama"",03,""Container ships"",0.66,,11,,45971,,141823,,,,,,4184,,13500,"
"2018A00,""2018"",2018,A,""Annual"",591,""Panama"",04,""Dry breakbulk carriers"",0.67,,20,,9770,,48799,,11950,,58189,,,,,"
"2018A00,""2018"",2018,A,""Annual"",591,""Panama"",05,""Dry bulk carriers"",4.36,,9,,25881,,64100,,42838,,114727,,,,,"
"2018A00,""2018"",2018,A,""Annual"",591,""Panama"",06,""Roll-on/ roll-off ships"",,,17,,57377,,75283,,21775,,43878,,,,,"
"2018A00,""2018"",2018,A,""Annual"",591,""Panama"",07,""Liquefied petroleum gas carriers"",1.48,,14,,12871,,46125,,16036,,51096,,,,,"
"2018A00,""2018"",2018,A,""Annual"",598,""Papua New Guinea"",00,""All ships"",1.46,,13,,13343,,144828,,19139,,116095,,1267,,4444,"
"2018A00,""2018"",2018,A,""Annual"",598,""Papua New Guinea"",01,""Passenger ships"",,,13,,4855,,90901,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",598,""Papua New Guinea"",02,""Liquid bulk carriers"",1.24,,10,,18346,,64309,,30470,,116095,,,,,"
"2018A00,""2018"",2018,A,""Annual"",598,""Papua New Guinea"",03,""Container ships"",1.55,,9,,14145,,51364,,,,,,1267,,4444,"
"2018A00,""2018"",2018,A,""Annual"",598,""Papua New Guinea"",04,""Dry breakbulk carriers"",1.51,,18,,6438,,23930,,8317,,32043,,,,,"
"2018A00,""2018"",2018,A,""Annual"",598,""Papua New Guinea"",05,""Dry bulk carriers"",2.03,,14,,7773,,64123,,11889,,114601,,,,,"
